-283.63,449.426,2994.22,-276.086,535.414,3001.78,-265.596,651.763,3012.8,-292.871,317.896,2989.11,-298.23,156.99,2999.56,-305.842,743.799,2885.2,-304.058,955.987,2856.58,-380.141,665.33,2935.5,-462.905,709.568,2993.86,-564.57,468.013,3103.08,-643.452,332.282,3131.29,-720.841,220.507,3150.86,-753.566,166.59,3167.6,-225.258,654.521,2877.35,-89.2399,675.148,2894.74,-9.55576,425.753,2909.07,33.0098,288.089,2893.5,101.472,134.986,2883.36,123.569,86.991,2877.39,-406.176,84.3309,3006.08,-390.646,-362.518,3010.47,-373.276,-758.208,3004.93,-373.276,-758.208,3004.93,-509.23,-823.087,2894.7,-221.303,63.0944,2923.15,-137.738,-375.36,2984.49,-98.8259,-777.079,3004.08,-98.8259,-777.079,3004.08,-141.393,-839.409,2862.69
-312.253,286.868,2463.37,-323.251,367.771,2492.38,-337.962,477.073,2532.45,-294.042,161.766,2425.56,-268.173,5.22864,2396.31,-378.913,592.065,2425.33,-401.462,787.622,2341.1,-441.79,492.095,2441.49,-532.663,473.905,2501.69,-786.478,354.572,2457.51,-921.906,297.954,2395.11,-1038.61,258.587,2334.31,-1096.6,237.412,2313.16,-281.666,522.337,2410.94,-158.089,499.066,2469.38,84.3729,455.308,2379.66,211.05,454.894,2309.25,367.194,454.43,2247.2,416.367,457.065,2227.14,-359.164,-82.9724,2366.05,-379.934,-518.005,2467.29,-349.019,-875.06,2635.99,-349.019,-875.06,2635.99,-432.051,-977.757,2504.07,-164.589,-51.1856,2314.7,-212.655,-460.262,2497.27,-241.507,-854.823,2579.52,-241.507,-854.823,2579.52,-153.392,-980.902,2534.49
-336.474,276.267,2523.93,-345.388,357.351,2553.15,-357.243,466.898,2593.49,-321.173,150.892,2485.74,-298.139,-5.96718,2455.85,-401.843,581.993,2487.96,-433.453,790.188,2449.21,-464.888,482.682,2507.22,-552.815,461.907,2570.86,-811.807,355.179,2524.54,-949.813,306.363,2461.2,-1068.34,273.901,2399.86,-1127.28,255.907,2378.4,-306.009,511.286,2469.45,-172.338,492.721,2501.32,53.0795,423.802,2386.48,124.412,395.584,2263.51,225.046,368.593,2131.69,256.113,362.568,2088.96,-391.234,-93.3617,2429.97,-427.948,-524.943,2540.98,-404.283,-882.873,2708.99,-404.283,-882.873,2708.99,-472.57,-991.713,2573.59,-198.856,-63.6047,2369.86,-183.402,-462.015,2579.67,-199.109,-819.448,2767.47,-199.109,-819.448,2767.47,-135.351,-963.241,2736.71
-351.761,272.451,2595.09,-359.974,353.441,2624.78,-370.904,462.851,2665.74,-337.699,147.14,2556.22,-316.62,-9.84509,2525.56,-411.193,579.509,2560.19,-415.378,792.9,2577.3,-476.304,481.128,2577.22,-564.421,460.46,2640.64,-823.077,350.954,2599.17,-961.761,300.753,2538.45,-1081.12,267.119,2479.39,-1140.27,248.52,2459.05,-316.161,507.344,2543.25,-186.827,483.711,2587.33,46.8373,397.805,2505.02,139.934,369.359,2397.65,263.534,339.587,2287.8,302.333,332.803,2252.08,-410.555,-95.4503,2496.88,-467.367,-520.084,2624.92,-456.049,-858.001,2831.28,-456.049,-858.001,2831.28,-447.004,-1017.88,2735.38,-216.404,-68.47,2441.34,-222.009,-469.499,2646.6,-259.106,-824.452,2836.1,-259.106,-824.452,2836.1,-190.231,-966.682,2809.36
-367.023,274.358,2632.52,-376.602,355.061,2662.58,-389.451,464.067,2704.07,-351.471,149.377,2593.16,-330.115,-7.49657,2562.13,-418.646,582.772,2597.15,-421.198,796.872,2597.67,-486.439,485.224,2606.98,-571.496,467.634,2675.31,-826.669,351.055,2631.61,-964.087,306.349,2564.09,-1083.69,278.964,2502.37,-1142.17,260.932,2479.71,-323.572,509.332,2587.47,-185.988,495.474,2597.83,62.4818,429.874,2545.75,162.639,412.155,2442.5,293.403,395.311,2338.35,334.332,392.625,2304.51,-422.44,-91.1928,2524.11,-474.74,-520.331,2638.3,-458.468,-858.534,2843.86,-458.468,-858.534,2843.86,-449.984,-1015.49,2743.19,-223.805,-66.572,2486.09,-227.124,-472.831,2680.85,-258.972,-837.536,2851.88,-258.972,-837.536,2851.88,-190.502,-979.547,2823.03
-392.979,288.241,2773.35,-396.589,369.896,2802.12,-401.367,480.199,2841.85,-386.598,161.851,2735.98,-376.566,3.38072,2707.43,-423.314,598.891,2733.21,-393.157,804.324,2680.93,-497.645,506.498,2745.32,-588.77,484.272,2803.76,-812.125,402.485,2648.72,-899.891,370.386,2519.46,-973.142,353.654,2404.48,-1013.48,341.397,2354.68,-333.703,518.831,2723.9,-198.099,503.663,2699.2,41.8856,408.062,2654.25,176.245,407.041,2599.92,337.486,394.299,2554.43,388.923,392.878,2541.03,-474.897,-74.2619,2671.69,-495.581,-500.692,2804.6,-490.138,-869.966,2947.81,-490.138,-869.966,2947.81,-493.129,-1011.5,2826.15,-275.433,-64.2232,2631.43,-244.768,-501.991,2733.45,-262.151,-854.352,2930.47,-262.151,-854.352,2930.47,-244.495,-998.351,2862.35
-389.203,306.869,2783.6,-396.815,392.948,2789.97,-407.167,509.445,2799.43,-377.986,175.426,2780.68,-365.366,15.207,2794.8,-406.356,596.856,2662.57,-406.008,807.828,2626.01,-483.144,508.057,2683.22,-572.38,500.253,2747.94,-831.26,389.083,2712.79,-939.224,383.738,2595.5,-1033.48,390.732,2495.84,-1081.23,386.684,2451.55,-317.919,519.812,2690.3,-180.356,503.239,2695.82,47.5414,380.882,2738.77,192.162,379.729,2729.33,359.428,365.068,2735.48,412.456,362.918,2738.75,-456.489,-71.8812,2761.84,-488.389,-511.296,2838.21,-461.132,-884.965,2966.78,-461.132,-884.965,2966.78,-515.432,-1030.01,2862.58,-252.876,-65.9007,2758.19,-220.75,-506.193,2848.17,-231.621,-893.282,2963.59,-231.621,-893.282,2963.59,-216.37,-1018.86,2865.17
-398.471,302.032,2794.73,-405.942,388.19,2800.12,-416.078,504.806,2808.26,-387.266,170.564,2793.32,-374.135,10.5595,2809.29,-419.389,590.297,2670.22,-423.058,804.065,2658.59,-495.476,501.78,2694.39,-582.876,496.004,2761.78,-833.783,368.815,2723.28,-909.114,348.478,2584.16,-975.6,342.596,2464.12,-1010.79,332.693,2410.07,-330.12,513.664,2696.39,-191.628,506.817,2697.72,58.2511,428.004,2707.81,203.103,431.974,2705.02,370.345,421.148,2717,423.228,420.021,2722.42,-466.146,-76.9978,2780.27,-494.219,-520.212,2832.3,-454.024,-898.515,2942.64,-454.024,-898.515,2942.64,-513.478,-1030.58,2824.88,-262.735,-71.0308,2770.48,-233.16,-506.635,2881.67,-248.717,-882.799,3028.42,-248.717,-882.799,3028.42,-238.97,-999.662,2919.16
-398.471,302.032,2794.73,-405.942,388.19,2800.12,-416.078,504.806,2808.26,-387.266,170.564,2793.32,-374.135,10.5595,2809.29,-419.389,590.297,2670.22,-423.058,804.065,2658.59,-495.476,501.78,2694.39,-582.876,496.004,2761.78,-833.783,368.815,2723.28,-909.114,348.478,2584.16,-975.6,342.596,2464.12,-1010.79,332.693,2410.07,-330.12,513.664,2696.39,-191.628,506.817,2697.72,58.2511,428.004,2707.81,203.103,431.974,2705.02,370.345,421.148,2717,423.228,420.021,2722.42,-466.146,-76.9978,2780.27,-494.219,-520.212,2832.3,-454.024,-898.515,2942.64,-454.024,-898.515,2942.64,-513.478,-1030.58,2824.88,-262.735,-71.0308,2770.48,-233.16,-506.635,2881.67,-248.717,-882.799,3028.42,-248.717,-882.799,3028.42,-238.97,-999.662,2919.16
-372.359,307.063,2740.05,-379.358,392.534,2752.45,-388.883,508.151,2770.07,-362.097,176.071,2727.91,-350.69,15.1652,2730.74,-387.046,604.973,2639.71,-424.891,815.475,2649.81,-464.54,515.518,2653.88,-566.825,504.662,2694.29,-832.141,404.716,2679.05,-913.061,357.34,2550.02,-982.809,327.765,2435.45,-1020.39,308.249,2385.8,-299.254,525.505,2662.15,-161.832,507.553,2666.8,82.4323,417.898,2699.2,225.087,443.499,2699.36,392.003,456.601,2713.42,444.431,462.871,2719.69,-442.356,-68.7,2691.52,-444.873,-503.961,2793.87,-416.337,-881.428,2910.52,-416.337,-881.428,2910.52,-508.813,-999.672,2799.57,-238.694,-64.005,2688.76,-199.924,-505.386,2770.42,-221.307,-855.524,2970.97,-221.307,-855.524,2970.97,-208.461,-995.681,2894.3
