-19.594,-691.98,-105.63,-21.944,-466.1,-107.88,-146.28,-429.59,-72.815,-309.7,-184.95,-111.9,-413.39,-11.848,-225.33,125.76,-433.6,-100.73,310.62,-193.4,-53.683,433.54,4.416,14.054,-122.73,-8.8964,-22.644,-79.734,473.86,-31.302,-93.195,825.45,174.72,111.44,-4.2492,22.676,76.98,477.43,90.286,-24.871,800.51,210.29,-3.5208,-3.3494,-1.8207,-7.828,-238,-29.339,-22.32,-529.81,-144.98,-556.99,33.507,-176.75,532.94,55.148,48.787,-177.51,908.29,73.722,45.25,886.42,136.26
-10.597,-693.73,-108.12,-17.392,-468.14,-99.122,-142.84,-427.06,-75.338,-305.4,-184.01,-126.82,-454.1,-35.537,-224.32,128.95,-432.63,-83.689,324.82,-200.52,-38.102,449.51,5.2696,-13.717,-119.71,-7.5565,-26.3,-75.377,474.1,6.1901,-99.68,824.19,214.11,112.06,-9.2228,29.702,97.898,476.55,65.288,-23.521,780.95,212.39,-1.3492,-4.0727,-0.92324,-3.614,-239.29,-22.918,-20.785,-533.25,-133.28,-594.45,27.286,-258.35,559.14,-5.9809,23.769,-168.58,905.57,99.82,41.514,880.43,151.11
-7.1475,-691.31,-100.11,-23.142,-466.08,-95.297,-144.92,-413.91,-72.093,-323.57,-194.69,-163.34,-501.12,-55.001,-216.9,123.21,-437.08,-69.142,332.34,-214.3,-79.488,443.21,-2.3222,-123.86,-118.72,-8.4484,-27.632,-75.982,470.66,34.503,-105.83,832.54,217.32,111.38,-11.529,33.509,95.211,474.23,73.577,-22.525,786.17,207.5,-1.0026,-2.0632,0.089148,-6.3238,-237.55,-18.509,-24.913,-532.41,-126.95,-626.84,28.682,-261.61,548.84,-34.967,-85.001,-161.44,905.04,91.31,39.08,882.06,139.15
3.3281,-689.06,-118.29,-22.785,-465.94,-93.963,-145.11,-412.49,-79.997,-324.85,-196.61,-176.94,-506.6,-68.176,-239.7,122.66,-434.44,-65.904,346,-224.22,-77.475,477.96,-23.915,-114.33,-115.02,-6.1333,-34.84,-76.223,472.87,27.901,-106.71,835.58,211.98,111.12,-11.601,39.947,88.103,473.05,88.216,-24.934,792.02,208.32,0.74476,-1.44,0.40559,-7.703,-236.8,-18.793,-20.569,-532.44,-125.54,-642.48,6.8496,-272.84,579.34,-59.734,-67.775,-155.23,909.29,84.805,38.148,888.92,141.92
4.1439,-688.24,-121.46,-28.977,-467.29,-87.032,-150.06,-409.98,-81.259,-333.02,-206.63,-197.92,-528.34,-82.542,-202.32,116.54,-435.46,-60.121,341.19,-227.96,-79.802,503.5,-48.463,-92.122,-113.03,-3.7594,-43.098,-73.843,474.67,23.879,-107.53,839.55,203.24,108.2,-10.919,46.033,88.43,474.45,87.376,-20.881,794.81,207.79,0.18577,-1.3053,0.23661,-11.243,-236.63,-17.854,-19.314,-531.39,-122.5,-665.56,-4.0244,-198.94,617.22,-72.992,-80.708,-145.95,914.91,73.163,40.887,889.6,137.17
3.8589,-687.45,-112.99,-32.131,-466.7,-80.641,-153.51,-409.86,-74.213,-323.35,-201.59,-200.26,-524.46,-89.591,-185.28,113.46,-434.51,-54.429,336.88,-225.68,-79.177,520.4,-69.954,-107.17,-113.82,-4.2613,-41.447,-72.601,474.4,22.893,-107.64,845.98,187.56,108.91,-10.504,42.533,88.307,475.34,77.75,-19.775,795.43,200.23,-0.29391,0.18575,0.60656,-10.326,-235.41,-14.474,-20.754,-531.17,-114.45,-661.25,-10.008,-187.5,620.95,-115.02,-68.171,-153.68,915.4,55.412,40.598,889.03,126.58
0.83009,-686.36,-112.95,-32.246,-465.35,-80.287,-153.78,-408.27,-80.327,-348.55,-205.55,-176.42,-548.47,-89.807,-154.7,114.07,-434.12,-57.116,335.36,-223.11,-34.502,522.82,-73.019,-69.822,-113.85,-3.129,-42.418,-68.366,475.1,22.393,-100.33,851.37,176.53,106.49,-9.4743,47.946,91.664,477.16,73.66,-15.625,794.02,205.29,-0.9638,1.6386,1.3912,-10.373,-233.98,-13.953,-21.59,-530.85,-112.17,-642.56,-75.271,-27.876,631.7,-103.52,-39.465,-150.68,914.76,43.733,46.188,887.89,133.7
-1.3964,-686.12,-113.34,-33.231,-464.91,-80.582,-159.23,-417.74,-79.839,-347.3,-208.22,-171.47,-547.19,-94.789,-144.12,113.93,-435.29,-60.79,330.49,-219.2,-36.843,541.73,-105.72,-68.257,-114.96,-2.3706,-42.045,-68.02,476.35,17.529,-89.007,843.72,192.41,107.09,-8.2622,43.66,92.271,478.13,75.514,-4.712,797.67,207.62,-1.5772,2.4625,0.42549,-9.2169,-233.1,-16.578,-22.771,-530.69,-112.15,-657.42,-71.183,-33.434,658.02,-113.19,-59.089,-154.46,905.79,65.423,49.806,887.38,125.71
-0.80104,-689.38,-111.95,-31.743,-467.55,-83.304,-157.55,-422.55,-71.418,-337.49,-207.07,-167.09,-544.67,-110.21,-135.64,115.2,-438.9,-60.774,339.02,-229.69,-61.077,535.88,-88.084,-60.588,-115.14,-3.9784,-39.284,-62.006,476.43,-5.6158,-83.962,840.36,177.51,108.94,-9.6328,41.489,90.182,476.5,75.133,2.3189,801.45,200.24,-0.65427,-1.1391,0.063576,-5.6551,-236.87,-15.857,-24.209,-533.73,-115.01,-677.94,-89.408,-53.559,641.01,-135.74,-42.923,-165.7,906.42,63.662,67.269,875.66,109.61
-3.7338,-691.96,-102.82,-31.792,-468.98,-80.315,-157.13,-422.32,-69.071,-335.07,-206.5,-168.25,-548.55,-120.82,-145.21,114.56,-438.14,-56.77,336.46,-226.34,-54.624,545.38,-103.49,-55.965,-115.62,-4.4657,-38.528,-62.184,476.2,-6.3562,-79.888,841.81,173.01,109.42,-8.2029,40.087,86.836,477.93,70.901,-0.90241,804.4,193.12,-0.75583,-1.3836,-0.20449,-9.3359,-236.94,-16.777,-25.228,-534.66,-113.25,-682.99,-96.553,-65.55,648.72,-141.14,-17.373,-164.61,905.92,59.553,63.883,878.43,102.85
