# <REAL WORLD METERS (x, y ,z)>: SpineBase, SpineMid, Neck, Head, ShoulderLeft, ElbowLeft, WristLeft, HandLeft, ShoulderRight, ElbowRight, Unknown, HandRight, HipLeft, KneeLeft, AnkleLeft, FootLeft, HipRight, KneeRight, AnkleRight, FootRight, SpineShoulder, HandTipLeft, ThumbLeft, HandTipRight, ThumbRight
0.322597, -0.0910814, 4.40755, 0.308192, -0.38113, 4.37263, 0.293141, -0.665936, 4.32611, 0.276028, -0.801921, 4.29627, 0.473758, -0.580465, 4.39869, 0.545169, -0.302844, 4.48731, 0.585246, -0.0732863, 4.49643, 0.60014, -0.0322811, 4.49487, 0.132806, -0.558401, 4.31303, 0.0955565, -0.313066, 4.2766, 0.106234, -0.0819312, 4.16738, 0.131704, -0.0149518, 4.14581, 0.397333, -0.0953894, 4.37801, 0.452062, 0.31363, 4.29952, 0.525207, 0.660077, 4.22134, 0.524819, 0.70831, 4.10448, 0.242688, -0.0853147, 4.36652, 0.238787, 0.192904, 4.45603, 0.212892, 0.492536, 4.59458, 0.281139, 0.537048, 4.45692, 0.297035, -0.595509, 4.33995, 0.606033, 0.0193963, 4.48882, 0.618865, -0.0408517, 4.47336, 0.152246, 0.0376936, 4.13618, 0.149854, -0.0159189, 4.10938
0.333379, -0.0845474, 4.36901, 0.317212, -0.375599, 4.34356, 0.300512, -0.661318, 4.30511, 0.288332, -0.797699, 4.27821, 0.465711, -0.561818, 4.32457, 0.559983, -0.295246, 4.43656, 0.601484, -0.0682996, 4.44564, 0.618843, -0.0178812, 4.44566, 0.144462, -0.553519, 4.29496, 0.112559, -0.32276, 4.25558, 0.119013, -0.0897351, 4.0932, 0.138557, -0.0333264, 4.07022, 0.411067, -0.0859465, 4.33157, 0.461667, 0.298677, 4.26781, 0.524903, 0.658988, 4.21639, 0.525343, 0.71293, 4.10551, 0.250672, -0.0813484, 4.33499, 0.248014, 0.18713, 4.39799, 0.244838, 0.428291, 4.53148, 0.233643, 0.328613, 4.45313, 0.30481, -0.59067, 4.31706, 0.621592, 0.0312023, 4.42584, 0.638693, -0.0234254, 4.42569, 0.15481, 0.0230969, 4.05545, 0.158301, -0.0437044, 4.05044
0.356214, -0.0882747, 4.32959, 0.336746, -0.378641, 4.30711, 0.316383, -0.663642, 4.27361, 0.305654, -0.7926, 4.2589, 0.493969, -0.564482, 4.31554, 0.578573, -0.287752, 4.40148, 0.622737, -0.062786, 4.38986, 0.639522, -0.0188763, 4.39144, 0.171013, -0.543684, 4.25062, 0.132085, -0.317579, 4.20151, 0.126266, -0.138585, 4.04711, 0.148006, -0.0675642, 3.99832, 0.425331, -0.0911338, 4.30565, 0.478902, 0.287866, 4.22477, 0.525342, 0.659845, 4.20258, 0.526313, 0.725179, 4.10088, 0.279365, -0.082821, 4.28654, 0.26397, 0.180771, 4.35376, 0.246949, 0.405673, 4.49197, 0.264373, 0.308697, 4.47839, 0.321624, -0.593176, 4.28416, 0.633503, 0.0398706, 4.38333, 0.657897, -0.0212154, 4.36277, 0.16006, -0.00613135, 3.96575, 0.173422, -0.0604806, 3.9742
0.381242, -0.0791705, 4.29801, 0.359779, -0.373277, 4.27798, 0.338121, -0.66159, 4.24568, 0.319595, -0.790213, 4.22379, 0.511516, -0.564891, 4.26214, 0.600925, -0.297755, 4.35068, 0.642766, -0.0756488, 4.3431, 0.65964, -0.030764, 4.33861, 0.180448, -0.548125, 4.23338, 0.137049, -0.335238, 4.14657, 0.133601, -0.169268, 3.982, 0.160453, -0.100985, 3.92437, 0.456109, -0.0808923, 4.2611, 0.49415, 0.301832, 4.19879, 0.524838, 0.659631, 4.19731, 0.526956, 0.731399, 4.10309, 0.299882, -0.0760373, 4.26355, 0.283009, 0.192662, 4.3175, 0.249362, 0.404245, 4.46417, 0.29426, 0.484365, 4.45189, 0.343648, -0.590328, 4.25602, 0.668554, 0.0287582, 4.33245, 0.677215, -0.0343763, 4.32017, 0.172522, -0.0336749, 3.89274, 0.160153, -0.0799116, 3.8636
0.393609, -0.0700625, 4.27145, 0.36779, -0.370037, 4.25418, 0.34222, -0.663393, 4.22425, 0.330689, -0.796003, 4.20056, 0.515459, -0.566377, 4.23737, 0.618191, -0.298038, 4.30407, 0.662867, -0.0816184, 4.28452, 0.674483, -0.0275357, 4.28091, 0.197175, -0.547822, 4.19648, 0.155234, -0.341262, 4.10565, 0.147277, -0.206213, 3.9198, 0.16897, -0.145276, 3.85253, 0.465068, -0.0744168, 4.23978, 0.511223, 0.295691, 4.16832, 0.525284, 0.659816, 4.19305, 0.524553, 0.73847, 4.10772, 0.315905, -0.064235, 4.23153, 0.302107, 0.218559, 4.26504, 0.262292, 0.469959, 4.4565, 0.275603, 0.522754, 4.32192, 0.348678, -0.590942, 4.23408, 0.673037, 0.0387042, 4.25667, 0.695393, -0.0397391, 4.25792, 0.18385, -0.0847499, 3.79731, 0.184559, -0.140315, 3.80808
0.407875, -0.062391, 4.23937, 0.384293, -0.369266, 4.22412, 0.360303, -0.669944, 4.1963, 0.336995, -0.801807, 4.17407, 0.531228, -0.578147, 4.21878, 0.628541, -0.304675, 4.27047, 0.679473, -0.0827248, 4.23001, 0.695244, -0.0362739, 4.2234, 0.205741, -0.553094, 4.17029, 0.159155, -0.368237, 4.0411, 0.160047, -0.243097, 3.85, 0.185087, -0.188151, 3.77897, 0.479745, -0.0674236, 4.20115, 0.515283, 0.305398, 4.15988, 0.525177, 0.660537, 4.18915, 0.525168, 0.741885, 4.10761, 0.328979, -0.05648, 4.2055, 0.311552, 0.235392, 4.21459, 0.269132, 0.483875, 4.41045, 0.284478, 0.536481, 4.27545, 0.366419, -0.595633, 4.20557, 0.693825, 0.0256704, 4.2144, 0.716134, -0.0339745, 4.1976, 0.195708, -0.144286, 3.72715, 0.215234, -0.181454, 3.75763
0.426637, -0.0713194, 4.20506, 0.401879, -0.375848, 4.19364, 0.376173, -0.674604, 4.17035, 0.345178, -0.802387, 4.15233, 0.545378, -0.579001, 4.1692, 0.648228, -0.310374, 4.22479, 0.70125, -0.101072, 4.18205, 0.717873, -0.0345829, 4.16697, 0.225374, -0.555626, 4.13422, 0.152466, -0.396387, 3.98437, 0.178817, -0.281451, 3.78984, 0.197863, -0.226811, 3.70498, 0.496015, -0.0753908, 4.17317, 0.527663, 0.304666, 4.14545, 0.525072, 0.660674, 4.18915, 0.524379, 0.743493, 4.10983, 0.349953, -0.0659961, 4.1645, 0.328399, 0.252595, 4.16399, 0.290909, 0.503308, 4.35921, 0.301886, 0.555664, 4.22316, 0.382783, -0.600756, 4.17843, 0.718029, 0.0179131, 4.14929, 0.734181, -0.0493705, 4.14107, 0.208917, -0.195338, 3.66664, 0.231162, -0.230658, 3.6845
0.433168, -0.0746126, 4.1847, 0.40933, -0.379853, 4.17094, 0.38471, -0.679263, 4.14509, 0.349749, -0.805718, 4.118, 0.555039, -0.580604, 4.15222, 0.667387, -0.311221, 4.17893, 0.719854, -0.103362, 4.12468, 0.731531, -0.0544894, 4.10983, 0.232175, -0.562958, 4.11316, 0.157416, -0.411726, 3.95714, 0.179423, -0.322452, 3.74977, 0.208858, -0.278728, 3.65391, 0.503898, -0.0780503, 4.14951, 0.532944, 0.305864, 4.13578, 0.524295, 0.660283, 4.18711, 0.524825, 0.745444, 4.112, 0.35503, -0.0697186, 4.14744, 0.33757, 0.299788, 4.13677, 0.292973, 0.556455, 4.41278, 0.305367, 0.608731, 4.27657, 0.391035, -0.605264, 4.15383, 0.730571, 0.0120367, 4.07783, 0.749058, -0.0679498, 4.0834, 0.218729, -0.257083, 3.60761, 0.223551, -0.293176, 3.63656
0.442215, -0.0772184, 4.14886, 0.420807, -0.381543, 4.13558, 0.398533, -0.679917, 4.11028, 0.356448, -0.809585, 4.09759, 0.571743, -0.581002, 4.1257, 0.681293, -0.334847, 4.14112, 0.728511, -0.130712, 4.08101, 0.745189, -0.0647298, 4.05751, 0.244923, -0.56818, 4.08301, 0.174725, -0.43477, 3.91088, 0.203501, -0.346928, 3.6855, 0.232322, -0.314625, 3.58148, 0.512013, -0.079325, 4.11825, 0.536538, 0.310642, 4.12733, 0.524484, 0.660746, 4.18674, 0.523798, 0.746737, 4.1132, 0.364694, -0.0738964, 4.10687, 0.349603, 0.300049, 4.09824, 0.320002, 0.584228, 4.36014, 0.335433, 0.67169, 4.35765, 0.404284, -0.606191, 4.11888, 0.744808, -0.00182059, 4.03043, 0.769575, -0.0579741, 4.0361, 0.242425, -0.297786, 3.55587, 0.249062, -0.327122, 3.5585
0.45473, -0.0845459, 4.12586, 0.430576, -0.38843, 4.11257, 0.405691, -0.686351, 4.08717, 0.363987, -0.808305, 4.07609, 0.575167, -0.586664, 4.0896, 0.686341, -0.333366, 4.10265, 0.747476, -0.106695, 4.01535, 0.760785, -0.0652845, 3.99782, 0.251558, -0.579578, 4.06157, 0.180128, -0.45059, 3.88823, 0.209354, -0.363014, 3.66375, 0.244266, -0.355297, 3.56094, 0.525144, -0.0848376, 4.09183, 0.540923, 0.315401, 4.11282, 0.524242, 0.660371, 4.18563, 0.527663, 0.743824, 4.10702, 0.37637, -0.0826305, 4.08704, 0.367799, 0.317162, 4.05098, 0.350561, 0.635887, 4.28102, 0.352974, 0.727936, 4.26592, 0.412087, -0.612743, 4.0958, 0.763335, -0.0126331, 3.9751, 0.777659, -0.063979, 3.96583, 0.254002, -0.340171, 3.52641, 0.28406, -0.35387, 3.55167
