# <REAL WORLD METERS (x, y ,z)>: root_tx, root_ty, root_tz, root_rz, root_ry, root_rx, spine_3_ry, spine_3_rz, spine_3_rx, spine_4_ry, spine_4_rz, spine_4_rx, spine_2_ry, spine_2_rz, spine_2_rx, spine_1_ry, spine_1_rz, spine_1_rx, neck_1_ry, neck_1_rz, neck_1_rx, head_ee_ry, left_clavicle_ry, left_clavicle_rz, left_shoulder_rz, left_shoulder_rx, left_shoulder_ry, left_elbow_rx, left_lowarm_twist, left_hand_rx, left_hand_ry, left_ee_rx, right_clavicle_ry, right_clavicle_rz, right_shoulder_rz, right_shoulder_rx, right_shoulder_ry, right_elbow_rx, right_lowarm_twist, right_hand_rx, right_hand_ry, right_ee_rx, left_hip_rx, left_hip_rz, left_hip_ry, left_knee_rx, left_ankle_rx, left_ankle_ry, left_toes_rx, left_foot_ee, right_hip_rx, right_hip_rz, right_hip_ry, right_knee_rx, right_ankle_rx, right_ankle_ry, right_toes_rx, right_foot_ee
387,1054.1,1134.8,4342.8,3.2207,-3.5868,-3.0443,0,0.044455,0.016617,-0.026905,0.28716,-0.48455,-0.32045,-0.70312,-1.9326,-0.15511,0.07907,-0.55872,-0.44134,-0.084865,-2.1288,-0.094614,-0.030793,-0.41726,-0.12401,-0.13649,0.49979,-0.19746,-0.22583,-0.37063,0.5,-0.39784,0.36507
388,1048.1,1135.4,4318.1,3.2053,-3.5853,-3.0554,0,0.068233,0.061488,0.12093,0.19408,-0.44722,-0.28228,-0.46654,-1.8266,-0.29956,0.041898,-0.29631,-0.3519,-0.73497,-1.7309,-0.061468,-0.035481,-0.35828,-0.15098,-0.14165,0.52102,-0.19601,-0.22436,-0.28682,0.5,-0.39959,0.4741
389,1040.6,1192.4,4297.4,3.2217,-3.6713,-3.0615,0,0.12947,0.1515,0.12522,0.18399,-0.2586,-0.26371,-0.30577,-1.9775,-0.38117,-0.013099,-0.29627,-0.42462,-0.23303,-2.1629,-0.056025,-0.042215,-0.19382,-0.23553,-0.12691,0.54196,-0.17793,-0.28285,-0.040409,0.33512,-0.39992,0.44873
390,1031.3,1242.2,4268.3,3.2812,-3.7896,-3.049,0,0.17026,0.050566,0.21991,0.17569,0.20513,-0.076524,0.006152,-1.5788,-0.39645,0.058814,-0.069222,-0.52184,-0.090106,-2.169,-0.24325,-0.21386,0.12435,-0.90487,-0.16333,0.55085,-0.044177,-0.61706,-0.025366,0.10889,-0.24132,0.47723
391,1015.6,1269.2,4282.7,3.3429,-3.727,-3.0467,0,0.11953,-0.044215,0.39671,0.093698,0.27034,-0.15539,0.66453,-0.84995,-0.39933,-0.031002,-0.040288,-0.59537,0.45902,-1.6116,-0.26269,-0.22218,0.21907,-1.2212,-0.28201,0.50437,0.071116,-1.0742,0.1808,0.13478,-0.36956,0.27933
392,1004,1286.8,4286.8,3.3845,-3.6691,-3.0468,0,0.039204,-0.12191,0.46517,0.034419,0.32622,-0.25272,0.89788,-0.65922,-0.39987,-0.065777,0.077954,-0.61643,0.73165,-1.2639,-0.28358,-0.21193,0.29632,-1.2757,-0.36373,0.47217,0.11572,-1.3582,-0.1768,0.23666,-0.23115,0.25365
393,972.61,1282.1,4301.5,3.3578,-3.7486,-3.0619,0,-0.05703,-0.31786,0.4935,0.021797,0.35724,-0.35388,0.98188,-0.71436,-0.36235,-0.26869,0.12819,-0.68731,0.84183,-0.60916,-0.27617,-0.22676,0.35899,-1.2466,-0.42357,0.42898,0.12275,-1.476,-0.28226,-0.02389,-0.15805,0.34018
394,968.98,1288.5,4316.2,3.3141,-3.8344,-3.0943,0,-0.088535,-0.36669,0.49878,0.0028017,0.3144,-0.51667,0.96634,-0.4652,-0.39283,-0.3755,0.083135,-0.6179,0.97139,-0.31984,-0.26137,-0.22907,0.45796,-1.1747,-0.47482,0.32804,0.12767,-1.4933,-0.37771,0.064989,-0.083463,0.33866
395,933.41,1226.5,4288.5,3.2074,-3.7435,-3.1276,0,-0.0014879,-0.25927,0.49604,-0.00365,0.24611,-0.57918,0.99388,-0.28115,-0.22709,-0.3954,0.19794,-0.5542,0.99477,-0.26602,-0.23365,-0.2096,0.54171,-0.91492,-0.49193,0.3278,-0.014341,-1.1856,-0.39577,0.19731,-0.33973,0.21348
396,916.03,1199.6,4275.3,3.1642,-3.7068,-3.1411,0,0.033677,-0.21585,0.49493,-0.0062606,0.21846,-0.60452,0.99887,-0.20573,-0.16003,-0.39913,0.24457,-0.52845,0.99904,-0.24391,-0.22246,-0.20173,0.57582,-0.80999,-0.49886,0.3277,-0.071766,-1.0613,-0.39919,0.25076,-0.3885,0.16275
397,841.75,1109.6,4195.3,3.0595,-3.652,-3.1762,0,-0.024932,-0.138,0.4414,0.22125,0.45076,-0.58791,0.99979,-0.60989,0.095837,-0.39294,0.2755,-0.52363,0.99982,-0.43913,-0.081147,-0.13304,0.59549,-0.51596,-0.36706,0.28887,-0.21754,-0.63693,-0.39985,-0.11544,-0.3978,0.43602
398,805.12,1065.4,4155.9,3.017,-3.6298,-3.1904,0,-0.048614,-0.10655,0.41976,0.31346,0.54528,-0.58118,0.99996,-0.7731,0.19992,-0.39044,0.28805,-0.52168,0.99997,-0.51854,-0.02392,-0.10529,0.59915,-0.3964,-0.31381,0.27317,-0.27665,-0.46407,-0.39997,-0.26456,-0.39958,0.48783
399,771.98,935.08,4091.4,3.0219,-3.6028,-3.1914,0,-0.10456,-0.10572,0.37422,0.24766,0.56923,-0.70232,0.9663,-0.76769,0.19871,-0.34714,0.32952,-0.51123,0.99999,-0.75268,0.0058161,-0.073834,0.59984,-0.29951,-0.24628,0.26606,-0.30544,-0.3483,-0.39999,-0.45674,-0.39992,0.49768
400,753.45,905.44,4001.3,3.0462,-3.5592,-3.192,0,-0.058809,0.013657,0.31355,0.2374,0.61938,-0.78268,0.99365,-0.67414,0.16919,-0.33403,0.36418,-0.5352,1,-0.83951,0.0097208,-0.043897,0.54861,-0.2954,-0.19863,0.26314,-0.32525,-0.32984,-0.4,-0.49199,-0.39998,0.49956
401,719.07,828.39,3928,3.0798,-3.5813,-3.1847,0,0.028047,-0.14553,0.2873,0.16789,0.5507,-0.96532,0.9988,-0.31878,0.098656,-0.352,0.35005,-0.6373,1,-0.70974,0.041465,-0.035628,0.5407,-0.26747,-0.1272,0.2758,-0.33162,-0.2515,-0.4,-0.24742,-0.4,0.49992
402,685.27,739.15,3864.2,3.0726,-3.5756,-3.1788,0,0.094557,-0.021538,0.27381,0.063417,0.48233,-1.0782,0.99977,-0.21538,0.14458,-0.39083,0.30469,-0.70572,1,-0.66417,0.049823,-0.050875,0.50033,-0.24787,-0.068105,0.28804,-0.32046,-0.27779,-0.17163,0.059663,-0.28952,0.49998
403,678.87,712.17,3838.2,3.0511,-3.536,-3.1696,0,0.25477,-0.086612,0.21127,0.016291,0.25445,-1.1179,0.99996,-0.33268,0.37225,-0.39825,0.22159,-0.68176,1,-0.82932,0.025983,-0.091375,0.43901,-0.22381,-0.034551,0.31426,-0.26842,-0.29,-0.1291,-0.0084036,-0.23778,0.49503
404,676.39,743.4,3818.4,3.0411,-3.5459,-3.1523,0,0.17916,-0.019306,0.26979,0.0088803,0.099131,-1.1446,0.99999,-0.51562,0.36001,-0.39657,0.24235,-0.64668,0.84928,-1.017,-0.024584,-0.13828,0.37835,-0.16943,-0.048711,0.33705,-0.22296,-0.26288,-0.34831,0.037789,-0.36894,0.203
405,669.68,762.12,3790.9,3.0557,-3.5715,-3.1069,0,0.1018,-0.0557,0.21196,0.069676,-0.074913,-1.0686,1,-1.0141,0.32979,-0.33865,0.36312,-0.68356,0.77473,-1.2386,-0.089764,-0.18101,0.23999,-0.15574,-0.076572,0.36794,-0.11977,-0.26442,-0.39012,0.21479,-0.39404,0.1156
406,666.4,771.31,3777.3,3.0615,-3.5817,-3.0886,0,0.070572,-0.07039,0.18857,0.094217,-0.1457,-1.0378,1,-1.2176,0.31755,-0.31526,0.41204,-0.69847,0.74458,-1.3288,-0.11611,-0.19829,0.1839,-0.15019,-0.087832,0.38042,-0.078015,-0.26504,-0.39811,0.28665,-0.39886,0.080138
407,655.86,769.28,3752.2,3.097,-3.5473,-3.0847,0,0.12712,-0.060755,0.098251,0.12657,-0.22723,-1.0578,0.89443,-1.2949,0.23577,-0.28043,0.41834,-0.68034,0.89939,-1.3758,-0.045017,-0.17557,0.14455,-0.20307,-0.10924,0.35734,-0.10177,-0.25549,-0.18555,0.3884,-0.39978,-0.075606
408,639.67,769.54,3723.4,3.0883,-3.4774,-3.0776,0,0.12544,-0.077585,-0.00047935,0.18719,-0.36232,-1.0045,0.90946,-1.4056,0.28836,-0.31666,0.40338,-0.67366,0.98085,-1.236,-0.02225,-0.16705,0.18859,-0.277,-0.14554,0.33143,-0.099223,-0.35211,-0.11922,0.26445,-0.39996,-0.016343
409,631.15,766.11,3702.1,3.0937,-3.5063,-3.0894,0,0.058505,-0.029672,0.029898,0.19026,-0.3866,-0.96552,0.93205,-1.4548,0.31641,-0.38404,0.38856,-0.70031,0.99635,-1.0074,-0.082864,-0.20689,0.28224,-0.48283,-0.18206,0.30918,-0.11451,-0.44238,-0.1947,0.013427,-0.39999,0.047435
410,608.34,742.83,3684.9,3.085,-3.5232,-3.1107,0,0.0049921,-0.042327,0.13307,0.16185,-0.32089,-0.99338,0.90013,-1.3898,0.2764,-0.39694,0.31266,-0.70895,0.9993,-0.59463,-0.095819,-0.21628,0.42158,-0.57776,-0.23421,0.30311,-0.14321,-0.57525,-0.30784,-0.012915,-0.24791,0.41214
411,571.24,708.49,3680,3.0708,-3.4896,-3.1421,0,-0.052974,-0.068167,0.23589,0.11669,-0.24147,-0.9122,0.78716,-1.4412,0.069165,-0.39941,0.25869,-0.67908,0.99987,-0.57566,-0.019656,-0.24702,0.5664,-0.60084,-0.25572,0.27627,-0.24096,-0.61594,-0.043822,-0.1894,-0.29786,0.48345
412,561.26,708.36,3668.2,3.0765,-3.4749,-3.1448,0,-0.050592,0.070442,0.31021,0.068859,-0.19409,-0.88266,0.73733,-1.2913,-0.059127,-0.38191,0.20694,-0.63724,0.99997,-0.64014,0.026276,-0.23989,0.59365,-0.55082,-0.2636,0.27369,-0.28296,-0.63312,-0.060956,-0.034642,-0.38041,0.49687
413,528.1,673.4,3662.1,3.0874,-3.3946,-3.1624,0,-0.060365,0.0064137,0.31766,0.020234,-0.13126,-0.80147,0.8671,-1.3007,-0.10623,-0.39653,0.17491,-0.59102,0.99999,-0.52641,0.088447,-0.2418,0.56974,-0.53045,-0.24821,0.25214,-0.34015,-0.69208,0.043447,-0.41148,-0.39624,0.49941
414,506.97,655.52,3661.1,3.0908,-3.3472,-3.1743,0,-0.074603,-0.066939,0.35935,-0.046413,-0.1084,-0.79729,0.93681,-1.1399,-0.13863,-0.39933,0.18929,-0.58083,1,-0.54356,0.12744,-0.26421,0.51486,-0.48778,-0.26093,0.23419,-0.37403,-0.7331,0.10397,-0.19321,-0.39928,0.49989
415,496.6,646.77,3660.6,3.0922,-3.328,-3.1791,0,-0.080359,-0.096584,0.37622,-0.073395,-0.099167,-0.7956,0.96501,-1.0749,-0.15176,-0.39987,0.1951,-0.57671,1,-0.5505,0.14323,-0.27326,0.49269,-0.47054,-0.26607,0.22693,-0.38774,-0.74972,0.12851,-0.10509,-0.39986,0.49998
416,492.87,634.37,3627.3,3.0661,-3.2362,-3.1767,0,-0.0093413,-0.11043,0.2828,-0.15754,-0.010221,-0.72036,0.99331,-0.6784,-0.030579,-0.39362,0.22309,-0.55241,1,-0.63147,0.1715,-0.29479,0.32703,-0.37945,-0.24855,0.22654,-0.31504,-0.64953,-0.19584,0.020105,-0.098612,0.4921
417,488.4,630.23,3617.9,3.1122,-3.0843,-3.1313,0,-0.047758,-0.14394,0.19984,-0.35482,0.038553,-0.55396,0.99872,-0.34057,0.098166,-0.39877,0.16029,-0.50508,1,-0.77958,0.12001,-0.22402,0.032569,-0.53595,-0.2092,0.16326,-0.10562,-0.59521,-0.36163,-0.0084234,0.011938,0.28979
418,483.82,628.45,3599.9,3.0739,-3.1311,-3.1332,0,0.01131,-0.18498,0.1942,-0.37873,0.11861,-0.53103,0.99975,-0.37812,0.14494,-0.39976,0.24387,-0.44009,0.89618,-0.92596,-0.046343,-0.17139,-0.055509,-0.68761,-0.20622,0.037382,0.11704,-0.58246,-0.39276,0.077163,0.0094284,0.19187
419,470.97,629.68,3569.7,3.0524,-3.1237,-3.124,0,-0.015198,-0.22189,0.19921,-0.36585,0.23878,-0.49225,0.99995,-0.39187,0.057547,-0.28132,0.30744,-0.34221,0.70196,-1.4332,-0.098768,-0.12917,-0.096494,-0.82695,-0.17531,0.00098882,0.24509,-0.57831,-0.38062,-0.059774,0.088819,0.092408
420,456,641.8,3547.5,3.0419,-3.1521,-3.141,0,-0.033762,-0.18561,0.22421,-0.31696,0.39028,-0.47106,0.99999,-0.4667,0.17805,-0.25826,0.17735,-0.30993,0.25723,-1.7519,-0.11724,-0.075749,-0.058419,-0.83239,-0.10201,0.016132,0.30988,-0.48211,-0.39632,-0.095118,-0.096354,0.11417
421,437.24,676.56,3519.1,3.1117,-3.155,-3.1434,0,0.022459,-0.23649,0.084256,-0.21305,0.42327,-0.39996,1,-0.74369,0.25688,-0.010528,0.31145,-0.44866,-0.016456,-2.1881,-0.13859,-0.018091,-0.018574,-0.77307,-0.0046293,0.066902,0.33476,-0.4147,-0.3993,-0.063534,-0.34268,0.025423
422,410.04,705.7,3491.8,3.1406,-3.1181,-3.146,0,0.055817,-0.45066,0.064766,-0.14837,0.35133,-0.40054,1,-0.98157,0.42864,0.068869,0.27863,-0.51415,0.078625,-1.4222,-0.11653,0.056048,0.023957,-0.44533,0.031847,0.096597,0.37063,-0.3333,-0.39987,-0.29085,-0.38914,-0.12386
423,396.74,719.66,3478.4,3.1523,-3.1031,-3.147,0,0.0693,-0.49072,0.05688,-0.12222,0.32221,-0.40078,1,-1.0782,0.48661,0.10112,0.26538,-0.54061,0.11731,-1.1116,-0.10762,0.086092,0.041148,-0.31223,0.046619,0.10859,0.38519,-0.30031,-0.39997,-0.38314,-0.39794,-0.18452
424,385.26,717.99,3397.8,3.1439,-3.1772,-3.121,0,-0.0027115,-0.20833,-0.09511,-0.059854,0.39046,-0.39823,1,-1.0746,0.49748,0.095059,0.20061,-0.75303,0.09411,-2.1436,-0.12741,0.11747,0.061485,-0.31318,0.13034,0.1278,0.32897,-0.58083,-0.39999,-0.24058,0.14256,0.054655
425,377.28,712.89,3348,3.1495,-3.1906,-3.1149,0,-0.087046,-0.086862,-0.13255,-0.02862,0.39068,-0.41768,1,-1.0408,0.49952,0.067159,0.19688,-0.79202,0.14601,-2.0845,-0.15367,0.14378,0.0857,-0.21314,0.1492,0.12549,0.32218,-0.7305,-0.4,-0.13824,0.25305,0.1987
426,352.43,694.04,3280.8,3.1671,-3.1463,-3.1078,0,-0.081356,-0.069258,-0.1336,-0.0012144,0.44441,-0.53885,1,-0.81594,0.4774,0.016892,0.19718,-0.73779,0.22939,-2.1832,-0.13061,0.15867,0.070009,-0.10547,0.12231,0.087919,0.27731,-0.91734,-0.4,-0.088823,0.2456,0.44372
427,341.16,656.48,3226.7,3.1712,-3.1327,-3.1137,0,-0.089989,-0.15388,-0.043287,0.055639,0.42608,-0.61042,1,-0.94932,0.42797,-0.068153,0.2378,-0.69186,0.25091,-2.0624,-0.068517,0.18729,0.090338,-0.072142,0.055271,0.064532,0.19014,-1.1813,-0.4,-0.17021,0.6175,-0.32802
428,335.67,638.41,3199.9,3.1728,-3.1272,-3.116,0,-0.093477,-0.18804,-0.0068192,0.078658,0.41867,-0.63938,1,-1.0033,0.408,-0.10251,0.2542,-0.67331,0.25961,-2.0134,-0.043431,0.19887,0.098546,-0.058619,0.028208,0.055082,0.15492,-1.289,-0.4,-0.2031,0.68487,-0.46836
429,342.26,560.22,3207.4,3.1948,-3.091,-3.1063,0,-0.13727,-0.15337,-0.15369,0.11087,0.055473,-0.67985,1,-0.90876,0.46442,-0.21335,0.331,-0.63302,0.21395,-1.9515,-0.10275,0.28037,-0.11536,-0.17487,-0.16073,-0.22398,0.3378,-1.3883,-0.25141,0.0071448,-0.027308,-0.061859
430,339.11,549.88,3197.7,3.1985,-3.1001,-3.1152,0,-0.15187,-0.16456,-0.04617,0.13061,0.051414,-0.74545,1,-0.86572,0.4266,-0.30699,0.36498,-0.54664,0.26347,-1.9576,-0.19965,0.33835,-0.18857,-0.32452,-0.22666,-0.28999,0.38858,-1.405,-0.1925,-0.029998,-0.19323,0.091185
431,337.6,544.82,3193,3.2001,-3.1038,-3.1188,0,-0.15778,-0.16908,-0.0027481,0.13859,0.04977,-0.77202,1,-0.84833,0.41133,-0.34495,0.37873,-0.51169,0.28346,-1.96,-0.23887,0.36185,-0.21824,-0.38506,-0.25338,-0.31679,0.40915,-1.4118,-0.16865,-0.045008,-0.26066,0.15316
432,363.31,516.43,3225.4,3.2036,-3.2,-3.1248,0,-0.22598,-0.28657,0.096199,0.03371,-0.073459,-0.8299,0.82429,-0.35413,0.3149,-0.36703,0.58814,-0.52353,0.48918,-1.7243,-0.24424,0.30682,-0.3366,-0.49952,-0.40836,-0.4014,0.38755,-1.3283,0.23039,0.21833,-0.37404,-0.29563
433,375.45,511.28,3232.5,3.1696,-3.1481,-3.1429,0,-0.19145,-0.11057,0.15953,-0.16649,-0.030563,-0.78345,0.96625,-0.44233,0.20464,-0.35626,0.38703,-0.58162,0.57763,-1.4019,-0.27755,0.26432,-0.48394,-0.36399,-0.44529,-0.34379,0.16549,-0.83061,0.047821,-0.21366,-0.082987,-0.41565
434,380.84,508.77,3235.9,3.1558,-3.1272,-3.1502,0,-0.1775,-0.03931,0.18517,-0.2477,-0.013205,-0.76467,0.99352,-0.4781,0.15996,-0.3519,0.30574,-0.60508,0.6135,-1.2705,-0.29102,0.24716,-0.54386,-0.30924,-0.46028,-0.32047,0.075476,-0.62793,-0.026024,-0.38921,0.034762,-0.46444
435,406.01,522.71,3178.5,3.1562,-3.1661,-3.1835,0,-0.031144,-0.10503,0.27798,-0.2698,0.099294,-0.65558,0.80514,-0.91641,0.10525,-0.35707,0.37858,-0.58859,0.78669,-0.897,-0.24461,0.15907,-0.53637,-0.25378,-0.25117,-0.22135,-0.020972,-0.30444,-0.24748,-0.43768,-0.31761,-0.3736
436,418.02,529.35,3150.4,3.1564,-3.1818,-3.197,0,0.028112,-0.13157,0.31561,-0.27875,0.14475,-0.61147,0.72877,-1.0947,0.083079,-0.35917,0.40802,-0.58193,0.85711,-0.74401,-0.22587,0.12345,-0.53333,-0.23135,-0.1666,-0.18133,-0.060096,-0.17214,-0.33721,-0.45735,-0.38452,-0.33685
437,414.75,520.93,3124.7,3.1648,-3.1939,-3.193,0,0.014873,-0.15502,0.12523,-0.2377,0.19822,-0.54932,0.55494,-1.4621,0.050007,-0.3922,0.2917,-0.59651,0.97345,-0.45334,-0.29189,0.097503,-0.53397,-0.23854,-0.094275,-0.13752,0.027351,-0.11467,-0.3881,0.29458,-0.22446,0.1501
438,413.22,516.92,3112.2,3.1682,-3.1988,-3.1913,0,0.0095208,-0.16449,0.048233,-0.2211,0.21985,-0.52417,0.48428,-1.6123,0.036612,-0.39851,0.24465,-0.6024,0.99504,-0.33407,-0.3186,0.087012,-0.53423,-0.24144,-0.064999,-0.11982,0.062685,-0.091234,-0.39774,0.46237,-0.15984,0.34867
439,400.81,537.32,3098.4,3.1637,-3.2156,-3.199,0,0.080957,-0.15033,0.069486,-0.22847,0.015388,-0.51037,0.07464,-2.0195,0.028425,-0.38994,0.26255,-0.61924,0.99907,-0.51812,-0.2545,0.1162,-0.45249,-0.21652,-0.043923,-0.040612,0.27544,-0.12844,-0.3254,0.27086,-0.067984,-0.22998
440,379.8,579.27,3062.2,3.1491,-3.3087,-3.1852,0,0.11546,-0.074753,0.12131,-0.30615,-0.048151,-0.57941,0.041836,-2.3019,0.062121,-0.31457,0.29705,-0.60402,0.99982,-0.79327,-0.16636,0.16234,-0.31259,-0.1257,-0.037856,0.0026702,0.4278,-0.12314,-0.25879,0.25853,-0.3374,-0.26328
441,373.73,607.39,3048.3,3.1321,-3.3321,-3.1784,0,0.063183,-0.083025,0.2574,-0.29183,-0.10991,-0.53798,0.1351,-2.2307,0.026131,-0.2749,0.39957,-0.60761,0.99997,-0.87128,-0.06352,0.20137,-0.20951,-0.18947,-0.073919,0.020679,0.51155,-0.08927,0.11708,0.028221,-0.38815,-0.27652
442,362.84,609.3,3038.3,3.1293,-3.3479,-3.173,0,0.077412,-0.069534,0.31226,-0.37386,-0.071453,-0.49623,0.086328,-2.185,-0.02306,-0.25649,0.36988,-0.59916,0.99999,-0.8214,-0.045108,0.14538,-0.035039,-0.27375,-0.059541,0.023726,0.50059,-0.085706,-0.11629,-0.10549,-0.39775,-0.28704
443,357.72,610.21,3033.4,3.1282,-3.3543,-3.1709,0,0.083163,-0.064083,0.33447,-0.39503,-0.055905,-0.47935,0.066515,-2.1664,-0.042969,-0.24906,0.35789,-0.59574,1,-0.80122,-0.037657,0.12275,0.035845,-0.30782,-0.053731,0.024958,0.49615,-0.084262,-0.21059,-0.15966,-0.39957,-0.2913
444,373.57,619.91,3011.8,3.0999,-3.262,-3.1579,0,-0.0818,-0.19634,0.41227,-0.3762,0.047642,-0.43209,0.37839,-2.0192,-0.1782,-0.29797,0.33494,-0.62337,1,-0.69674,0.030241,0.090262,0.2147,-0.45416,-0.052922,0.025349,0.45901,-0.14693,-0.13396,-0.43698,-0.39992,-0.28142
445,379.87,608.23,3002.3,3.1082,-3.2097,-3.1635,0,-0.12117,-0.093699,0.47205,-0.387,0.13938,-0.45005,0.47526,-1.68,-0.093019,-0.3805,0.37673,-0.61597,1,-0.52936,0.12041,0.0088076,0.46762,-0.55503,-0.15777,-0.012118,0.2631,-0.49722,-0.18375,-0.15967,-0.2113,-0.19817
446,382.55,602.9,2997.7,3.1115,-3.1886,-3.1657,0,-0.1371,-0.05221,0.49471,-0.39136,0.1765,-0.45731,0.51447,-1.5424,-0.058601,-0.39627,0.39362,-0.61298,1,-0.46135,0.15697,-0.024166,0.57092,-0.59595,-0.20017,-0.027243,0.18377,-0.63963,-0.20386,-0.047564,-0.13493,-0.16453
447,411.85,584.06,3031.6,3.1008,-3.1719,-3.1578,0,-0.15081,0.092002,0.41756,-0.39835,0.29459,-0.53295,0.75126,-1.2696,-0.040372,-0.39929,0.37088,-0.62965,0.90453,-0.42701,0.10594,-0.074663,0.56761,-0.51359,-0.18763,-0.091248,0.033402,-0.79077,0.21183,0.017699,0.30209,0.12885
448,425.6,573.59,3058.2,3.1403,-3.1553,-3.1653,0,-0.17742,0.067641,0.29138,-0.39968,0.20256,-0.53742,0.88506,-1.0906,-0.052483,-0.39986,0.41365,-0.58262,0.98172,-0.52609,0.068169,-0.11056,0.49212,-0.56024,-0.22231,-0.016553,-0.099336,-0.92973,0.29397,-0.064991,0.17428,0.43206
449,432.16,568.76,3070.2,3.1562,-3.1487,-3.1683,0,-0.18818,0.057788,0.24036,-0.39994,0.1654,-0.53922,0.93949,-1.0176,-0.057376,-0.39997,0.43094,-0.56362,0.9965,-0.56615,0.05291,-0.1251,0.4615,-0.57912,-0.23633,0.013634,-0.15328,-0.98633,0.32736,-0.098395,0.12248,0.48746
