16.423,-632.39,-75.69,-14.382,-441.73,-97.354,-141.46,-401.43,-48.28,-329.64,-197.86,-70.213,-472.59,-226.25,104.31,120.29,-418.83,-95.321,350.54,-201.65,-87.703,537.65,-120.75,-113.04,-117.1,-7.924,-25.001,-73.205,468.63,-26.35,-84.805,818.81,153.41,115,-3.3959,41.004,69.753,470.63,101.53,-9.6015,808.49,230.36,0,0,0,-9.8514,-231.18,-22.508,-20.336,-497.99,-124.82,-482.03,-188.73,129.36,579.41,-91.321,-14.179,-138.6,886.16,82.048,77.966,871,134.23
-1.1007,-695.13,-110.26,-16.395,-461.2,-91.233,-150.28,-414.12,-82.121,-363.57,-223.44,-73.901,-583.61,-204.16,61.32,124.72,-439.04,-61.31,368.69,-245.32,5.1783,614.56,-162.5,-34.905,-115.44,-4.7931,-26.145,-86.479,470.43,-21.737,-85.993,834.72,143.26,109.12,-1.9329,37.129,90.017,474.95,101.73,12.342,816.86,212.51,0,0,0,-10.146,-228.59,-19.911,-12.99,-524.39,-130.2,-694.67,-195.11,26.941,724.15,-205.24,-13.51,-142.43,898.35,55.185,77.748,883.65,107.71
-10.242,-696.62,-131.5,-19.122,-462.1,-98.584,-150.03,-424.71,-81.476,-385.96,-251.41,-103.02,-613.9,-263.42,68.871,115.01,-431.46,-67.822,372.31,-261.65,-134.09,615.56,-193.31,-141.85,-113.24,-5.8189,-30.23,-80.969,477.93,38.828,-83.425,811.41,190.97,110.36,-0.55187,37.192,83.948,470.88,105.33,4.3187,804.59,223.78,0,0,0,-10.047,-234.02,-25.232,-15.736,-528.32,-137.38,-738.98,-258.05,-80.748,725.24,-221.1,-131.64,-151.82,896.82,114.44,75.65,888.96,128.14
-21.315,-671.86,-179.71,-17.465,-461.41,-87.878,-144.95,-439.19,-76.168,-394.51,-266.53,-130.59,-633.11,-285.03,12.186,115.92,-432.09,-69.699,366.08,-284.35,-111.91,607.78,-251.97,-119.31,-112.06,-6.5937,-32.797,-73.662,478.09,33.35,-83.808,803.47,203.84,110.33,1.2556,31.684,85.699,465.74,112.15,1.1307,796.47,238.31,0,0,0,-5.8631,-233.66,-27.985,-17.418,-523.43,-125.41,-659.21,-224.78,-112.52,728.55,-317.17,-61.018,-155.91,893.82,128.83,71.08,882.75,144.31
-10.759,-683.39,-132.29,-22.227,-458.34,-90.706,-139.2,-436.76,-62.691,-402.94,-295.49,-57.286,-599.34,-305.15,20.371,113.58,-430.09,-95.976,363.53,-297.46,-158.57,604.56,-279.66,-38.217,-113.1,-9.2956,-18.304,-70.727,477.12,29.559,-86.326,810.91,186.03,110.85,1.799,17.708,81.93,468.15,95.153,0.098293,813.74,208.51,0,0,0,-6.3063,-231.68,-32.518,-27.663,-525.27,-126.68,-629.85,-257.53,-17.351,724.78,-282.86,21.605,-149.17,898.87,106.63,60.208,888.42,124.39
-26.174,-692.6,-117.34,-18.474,-460,-106.3,-140.5,-434.42,-63.75,-402.2,-299.8,-12.91,-610.91,-351.02,50.899,114.46,-429.55,-118.53,316.29,-316.23,-145.36,-597.01,-333.94,-37.984,-121.35,-11.474,-6.0018,-74.933,469.59,-25.393,-83.069,812.3,157.35,109.57,0.63181,9.9741,88.31,471.24,110.5,14.564,812.44,214.62,0,0,0,1.6403,-231.32,-30.314,-35.989,-532.21,-130.51,-642.03,-275.38,16.134,-642.57,-287.35,16.03,-152.73,896.46,103.61,67.133,886.03,126.24
-15.552,-689.4,-114.4,-13.064,-458.14,-101.45,-130.75,-429.03,-60.546,-408.07,-343.84,9.4514,-573.91,-433.7,177.47,116.42,-420.73,-119.54,309.05,-360.04,-110.76,-541.75,-398.39,-49.662,-123.97,-10.975,-6.2837,-74.034,469.95,-13.837,-96.55,813.72,192.37,106.08,-5.7506,19,64.288,468.68,110.9,-15.566,806.32,227.2,0,0,0,4.6212,-232.58,-31.48,-24.304,-526.31,-128.34,-587.17,-351.13,-39.622,-583.13,-352.04,-6.1838,-152.83,895.98,87.542,68.648,874.78,117.74
-14.973,-687.27,-117.71,1.458,-459.1,-87.447,-122.97,-428.24,-27.948,-413.85,-349.1,4.4582,-595.19,-454.73,106,126.38,-423.58,-102.1,369.43,-361.29,-58.056,-573.37,-431.94,-52.165,-120.04,-14.513,0.79108,-69.11,469.76,-32.755,-91.834,808.14,190.56,103.97,-4.1285,23.394,86.806,466.81,122.79,-7.5596,796.21,233.29,0,0,0,8.4931,-233.33,-9.4776,-11.912,-528.7,-117.61,-586.74,-392.71,-3.259,-593.69,-391.14,-101.98,-151.5,891.51,97.731,59.008,870.9,151.99
-15.713,-681.88,-156.94,-7.6839,-454.71,-91.036,-123.06,-430.43,-46.314,-421.28,-360.47,11.888,-581.78,-493.37,81.164,128.85,-416.79,-121.81,341.51,-372.24,-61.906,355.57,-382.56,44.212,-121.54,-12.099,-0.6935,-85.137,470.43,-3.2419,-101.49,815.75,195.99,105.72,-5.371,13.719,58.893,466.6,109.89,-20.744,807.03,227.23,0,0,0,9.3791,-233.29,-17.232,-17.261,-525.31,-119.9,-582.68,-417.38,-61.213,448.61,-449.28,173.71,-145.31,895.24,92.15,77.562,874.21,129.54
7.7905,-681.85,-157.16,-7.0588,-455.77,-92.308,-111.46,-435.42,-61.373,-403.71,-366.93,31.251,-528.18,-511.11,156.44,124.38,-420.67,-106.36,365.99,-390.25,32.287,621.68,-419.58,186.6,-117.34,-11.555,-26.147,-72.882,472.39,-13.062,-86.437,814.12,196.46,94.478,-9.9313,50.259,66.883,467.19,145.33,-2.6258,794.7,249.92,0,0,0,4.5886,-236.28,-19.066,-8.4464,-526.07,-122.48,-560.86,-522.8,74.532,679,-473.98,250.8,-145.3,889.34,124.45,82.982,874.15,165.17
